entity,code,parent_code,payload
stock_movement,MOV-TFX-0001,,"{""reference"":""MOV-TFX-0001"",""spare_part"":""PDR-TFX-001"",""type"":""IN"",""reason"":""PURCHASE"",""quantity"":12,""quantity_before"":12,""quantity_after"":24,""warehouse"":""WH_DKR"",""machine"":""ENG_CHARGEUSE_01"",""unit_cost"":18500,""movement_date"":""2026-07-13T10:00:00+00:00"",""notes"":""Mouvement contrôlé et validé par le magasin Tefix.""}"
stock_movement,MOV-TFX-0002,,"{""reference"":""MOV-TFX-0002"",""spare_part"":""PDR-TFX-002"",""type"":""IN"",""reason"":""PURCHASE"",""quantity"":14,""quantity_before"":-2,""quantity_after"":12,""warehouse"":""WH_DKR"",""machine"":""ENG_CAMION_01"",""unit_cost"":14500,""movement_date"":""2026-07-12T10:00:00+00:00"",""notes"":""Mouvement contrôlé et validé par le magasin Tefix.""}"
stock_movement,MOV-TFX-0003,,"{""reference"":""MOV-TFX-0003"",""spare_part"":""PDR-TFX-003"",""type"":""OUT"",""reason"":""MAINTENANCE"",""quantity"":5,""quantity_before"":12,""quantity_after"":7,""warehouse"":""WH_DKR"",""machine"":""MAC_CONCASSEUR"",""unit_cost"":42000,""movement_date"":""2026-07-11T10:00:00+00:00"",""notes"":""Mouvement contrôlé et validé par le magasin Tefix.""}"
stock_movement,MOV-TFX-0004,,"{""reference"":""MOV-TFX-0004"",""spare_part"":""PDR-TFX-004"",""type"":""IN"",""reason"":""PURCHASE"",""quantity"":18,""quantity_before"":662,""quantity_after"":680,""warehouse"":""WH_DKR"",""machine"":""ENG_PELLE_01"",""unit_cost"":3200,""movement_date"":""2026-07-10T10:00:00+00:00"",""notes"":""Mouvement contrôlé et validé par le magasin Tefix.""}"
stock_movement,MOV-TFX-0005,,"{""reference"":""MOV-TFX-0005"",""spare_part"":""PDR-TFX-005"",""type"":""IN"",""reason"":""PURCHASE"",""quantity"":20,""quantity_before"":75,""quantity_after"":95,""warehouse"":""WH_DKR"",""machine"":""MAC_MALAXEUR"",""unit_cost"":6500,""movement_date"":""2026-07-09T10:00:00+00:00"",""notes"":""Mouvement contrôlé et validé par le magasin Tefix.""}"
stock_movement,MOV-TFX-0006,,"{""reference"":""MOV-TFX-0006"",""spare_part"":""PDR-TFX-006"",""type"":""OUT"",""reason"":""MAINTENANCE"",""quantity"":8,""quantity_before"":11,""quantity_after"":3,""warehouse"":""WH_DKR"",""machine"":""MAC_CONCASSEUR"",""unit_cost"":485000,""movement_date"":""2026-07-08T10:00:00+00:00"",""notes"":""Mouvement contrôlé et validé par le magasin Tefix.""}"
stock_movement,MOV-TFX-0007,,"{""reference"":""MOV-TFX-0007"",""spare_part"":""MAT-TFX-101"",""type"":""IN"",""reason"":""PURCHASE"",""quantity"":24,""quantity_before"":48476,""quantity_after"":48500,""warehouse"":""WH_THS"",""machine"":""MAC_MALAXEUR"",""unit_cost"":95,""movement_date"":""2026-07-07T10:00:00+00:00"",""notes"":""Mouvement contrôlé et validé par le magasin Tefix.""}"
stock_movement,MOV-TFX-0008,,"{""reference"":""MOV-TFX-0008"",""spare_part"":""MAT-TFX-102"",""type"":""IN"",""reason"":""PURCHASE"",""quantity"":26,""quantity_before"":1224,""quantity_after"":1250,""warehouse"":""WH_THS"",""machine"":""MAC_MALAXEUR"",""unit_cost"":1750,""movement_date"":""2026-07-06T10:00:00+00:00"",""notes"":""Mouvement contrôlé et validé par le magasin Tefix.""}"
stock_alert,ALERT_PDR-TFX-002,,"{""spare_part"":""PDR-TFX-002"",""type"":""LOW_STOCK"",""priority"":""HIGH"",""status"":""OPEN"",""current_quantity"":12,""threshold_quantity"":10,""message"":""Le stock de Filtre à carburant approche le seuil de réapprovisionnement.""}"
stock_alert,ALERT_PDR-TFX-008,,"{""spare_part"":""PDR-TFX-008"",""type"":""LOW_STOCK"",""priority"":""HIGH"",""status"":""OPEN"",""current_quantity"":4,""threshold_quantity"":4,""message"":""Le stock de Batterie 12 V 180 Ah approche le seuil de réapprovisionnement.""}"
collect_template,CT_PROD,,"{""name"":""Relevé journalier de production"",""type"":""PRODUCTION"",""workplace"":""WP_CONCASSAGE"",""description"":""Formulaire Tefix — relevé journalier de production."",""duration"":45,""checklist"":[""Vérifier le compteur initial"",""Saisir le tonnage produit"",""Enregistrer les arrêts"",""Valider les rebuts""]}"
collect_template,CT_MAINT,,"{""name"":""Inspection préventive des engins"",""type"":""MAINTENANCE"",""workplace"":""WP_MAINT"",""description"":""Formulaire Tefix — inspection préventive des engins."",""duration"":45,""checklist"":[""Contrôler les niveaux"",""Vérifier les organes de sécurité"",""Relever les heures moteur"",""Signaler les anomalies""]}"
collect_template,CT_QUAL,,"{""name"":""Contrôle qualité béton"",""type"":""QUALITE"",""workplace"":""WP_BETON"",""description"":""Formulaire Tefix — contrôle qualité béton."",""duration"":45,""checklist"":[""Contrôler l'affaissement"",""Prélever les éprouvettes"",""Vérifier la température"",""Valider le lot""]}"
collect,COL-TFX-001,,"{""reference"":""COL-TFX-001"",""template"":""CT_PROD"",""title"":""Suivi production — équipe du matin"",""status"":""VALIDEE"",""priority"":""NORMALE"",""assigned_to"":""USR_MAMADOU"",""workplace"":""WP_CONCASSAGE"",""machine"":""MAC_CONCASSEUR"",""scheduled_start"":""2026-07-09T07:00:00+00:00"",""scheduled_end"":""2026-07-09T15:00:00+00:00"",""progress"":100,""data"":{""tonnage_t"":385,""heures_marche"":7.4,""arret_minutes"":36,""conformite_pct"":97.5,""commentaire"":""Données vérifiées par le responsable de quart.""}}"
collect,COL-TFX-002,,"{""reference"":""COL-TFX-002"",""template"":""CT_MAINT"",""title"":""Inspection chargeuse 950 GC"",""status"":""TERMINEE"",""priority"":""ELEVEE"",""assigned_to"":""USR_IBRAHIMA"",""workplace"":""WP_MAINT"",""machine"":""ENG_CHARGEUSE_01"",""scheduled_start"":""2026-07-10T07:00:00+00:00"",""scheduled_end"":""2026-07-10T15:00:00+00:00"",""progress"":100,""data"":{""tonnage_t"":397,""heures_marche"":7.4,""arret_minutes"":34,""conformite_pct"":98.1,""commentaire"":""Données vérifiées par le responsable de quart.""}}"
collect,COL-TFX-003,,"{""reference"":""COL-TFX-003"",""template"":""CT_QUAL"",""title"":""Contrôle béton lot B26-071"",""status"":""VALIDEE"",""priority"":""NORMALE"",""assigned_to"":""USR_FATOUMATA"",""workplace"":""WP_BETON"",""machine"":""MAC_MALAXEUR"",""scheduled_start"":""2026-07-11T07:00:00+00:00"",""scheduled_end"":""2026-07-11T15:00:00+00:00"",""progress"":100,""data"":{""tonnage_t"":409,""heures_marche"":7.4,""arret_minutes"":32,""conformite_pct"":98.7,""commentaire"":""Données vérifiées par le responsable de quart.""}}"
collect,COL-TFX-004,,"{""reference"":""COL-TFX-004"",""template"":""CT_PROD"",""title"":""Suivi production — équipe après-midi"",""status"":""EN_COURS"",""priority"":""NORMALE"",""assigned_to"":""USR_MARIAMA"",""workplace"":""WP_CONCASSAGE"",""machine"":""MAC_CONCASSEUR"",""scheduled_start"":""2026-07-12T07:00:00+00:00"",""scheduled_end"":""2026-07-12T15:00:00+00:00"",""progress"":65,""data"":{""tonnage_t"":421,""heures_marche"":7.4,""arret_minutes"":30,""conformite_pct"":97.5,""commentaire"":""Données vérifiées par le responsable de quart.""}}"
collect,COL-TFX-005,,"{""reference"":""COL-TFX-005"",""template"":""CT_MAINT"",""title"":""Inspection pelle PC210"",""status"":""NON_CONFORME"",""priority"":""URGENTE"",""assigned_to"":""USR_IBRAHIMA"",""workplace"":""WP_MAINT"",""machine"":""ENG_PELLE_01"",""scheduled_start"":""2026-07-13T07:00:00+00:00"",""scheduled_end"":""2026-07-13T15:00:00+00:00"",""progress"":100,""data"":{""tonnage_t"":433,""heures_marche"":7.4,""arret_minutes"":28,""conformite_pct"":98.1,""commentaire"":""Données vérifiées par le responsable de quart.""}}"
collect,COL-TFX-006,,"{""reference"":""COL-TFX-006"",""template"":""CT_QUAL"",""title"":""Contrôle béton lot B26-072"",""status"":""PLANIFIEE"",""priority"":""NORMALE"",""assigned_to"":""USR_FATOUMATA"",""workplace"":""WP_BETON"",""machine"":""MAC_MALAXEUR"",""scheduled_start"":""2026-07-14T07:00:00+00:00"",""scheduled_end"":""2026-07-14T15:00:00+00:00"",""progress"":0,""data"":{""tonnage_t"":445,""heures_marche"":7.4,""arret_minutes"":26,""conformite_pct"":98.7,""commentaire"":""Données vérifiées par le responsable de quart.""}}"
pointage,PTG_2026-07-14_00,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-14"",""last_name"":""Ndiaye"",""first_name"":""Abdou"",""function"":""Responsable d'exploitation"",""presence"":""ABSENT"",""worked_hours"":0,""overtime_hours"":0,""daily_cost"":45000,""hourly_cost"":5600,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-14_01,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-14"",""last_name"":""Diop"",""first_name"":""Awa"",""function"":""Cheffe de production"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":38000,""hourly_cost"":4750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-14_02,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-14"",""last_name"":""Ba"",""first_name"":""Mamadou"",""function"":""Chef d'équipe"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":30000,""hourly_cost"":3750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-14_03,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-14"",""last_name"":""Sarr"",""first_name"":""Fatoumata"",""function"":""Responsable qualité"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":34000,""hourly_cost"":4250,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-14_04,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-14"",""last_name"":""Fall"",""first_name"":""Ibrahima"",""function"":""Technicien maintenance"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":28000,""hourly_cost"":3500,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-14_05,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-14"",""last_name"":""Sy"",""first_name"":""Khady"",""function"":""Magasinière"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":24000,""hourly_cost"":3000,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-14_06,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-14"",""last_name"":""Gueye"",""first_name"":""Cheikh"",""function"":""Conducteur d'engin"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":26000,""hourly_cost"":3250,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-14_07,,"{""project"":""PRJ_DEPOT_THIES"",""date"":""2026-07-14"",""last_name"":""Cissé"",""first_name"":""Mariama"",""function"":""Opératrice de production"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":1.5,""daily_cost"":22000,""hourly_cost"":2750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-14_08,,"{""project"":""PRJ_DEPOT_THIES"",""date"":""2026-07-14"",""last_name"":""Diallo"",""first_name"":""Ousmane"",""function"":""Chauffeur-livreur"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":25000,""hourly_cost"":3125,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-14_09,,"{""project"":""PRJ_DEPOT_THIES"",""date"":""2026-07-14"",""last_name"":""Seck"",""first_name"":""Ndèye"",""function"":""Assistante administrative"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":23000,""hourly_cost"":2875,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-13_00,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-13"",""last_name"":""Ndiaye"",""first_name"":""Abdou"",""function"":""Responsable d'exploitation"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":45000,""hourly_cost"":5600,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-13_01,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-13"",""last_name"":""Diop"",""first_name"":""Awa"",""function"":""Cheffe de production"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":38000,""hourly_cost"":4750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-13_02,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-13"",""last_name"":""Ba"",""first_name"":""Mamadou"",""function"":""Chef d'équipe"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":30000,""hourly_cost"":3750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-13_03,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-13"",""last_name"":""Sarr"",""first_name"":""Fatoumata"",""function"":""Responsable qualité"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":34000,""hourly_cost"":4250,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-13_04,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-13"",""last_name"":""Fall"",""first_name"":""Ibrahima"",""function"":""Technicien maintenance"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":28000,""hourly_cost"":3500,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-13_05,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-13"",""last_name"":""Sy"",""first_name"":""Khady"",""function"":""Magasinière"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":24000,""hourly_cost"":3000,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-13_06,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-13"",""last_name"":""Gueye"",""first_name"":""Cheikh"",""function"":""Conducteur d'engin"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":1.5,""daily_cost"":26000,""hourly_cost"":3250,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-13_07,,"{""project"":""PRJ_DEPOT_THIES"",""date"":""2026-07-13"",""last_name"":""Cissé"",""first_name"":""Mariama"",""function"":""Opératrice de production"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":22000,""hourly_cost"":2750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-13_08,,"{""project"":""PRJ_DEPOT_THIES"",""date"":""2026-07-13"",""last_name"":""Diallo"",""first_name"":""Ousmane"",""function"":""Chauffeur-livreur"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":25000,""hourly_cost"":3125,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-13_09,,"{""project"":""PRJ_DEPOT_THIES"",""date"":""2026-07-13"",""last_name"":""Seck"",""first_name"":""Ndèye"",""function"":""Assistante administrative"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":23000,""hourly_cost"":2875,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-11_00,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-11"",""last_name"":""Ndiaye"",""first_name"":""Abdou"",""function"":""Responsable d'exploitation"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":45000,""hourly_cost"":5600,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-11_01,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-11"",""last_name"":""Diop"",""first_name"":""Awa"",""function"":""Cheffe de production"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":38000,""hourly_cost"":4750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-11_02,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-11"",""last_name"":""Ba"",""first_name"":""Mamadou"",""function"":""Chef d'équipe"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":30000,""hourly_cost"":3750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-11_03,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-11"",""last_name"":""Sarr"",""first_name"":""Fatoumata"",""function"":""Responsable qualité"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":34000,""hourly_cost"":4250,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-11_04,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-11"",""last_name"":""Fall"",""first_name"":""Ibrahima"",""function"":""Technicien maintenance"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":1.5,""daily_cost"":28000,""hourly_cost"":3500,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-11_05,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-11"",""last_name"":""Sy"",""first_name"":""Khady"",""function"":""Magasinière"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":24000,""hourly_cost"":3000,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-11_06,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-11"",""last_name"":""Gueye"",""first_name"":""Cheikh"",""function"":""Conducteur d'engin"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":26000,""hourly_cost"":3250,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-11_07,,"{""project"":""PRJ_DEPOT_THIES"",""date"":""2026-07-11"",""last_name"":""Cissé"",""first_name"":""Mariama"",""function"":""Opératrice de production"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":22000,""hourly_cost"":2750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-11_08,,"{""project"":""PRJ_DEPOT_THIES"",""date"":""2026-07-11"",""last_name"":""Diallo"",""first_name"":""Ousmane"",""function"":""Chauffeur-livreur"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":25000,""hourly_cost"":3125,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-11_09,,"{""project"":""PRJ_DEPOT_THIES"",""date"":""2026-07-11"",""last_name"":""Seck"",""first_name"":""Ndèye"",""function"":""Assistante administrative"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":23000,""hourly_cost"":2875,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-10_00,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-10"",""last_name"":""Ndiaye"",""first_name"":""Abdou"",""function"":""Responsable d'exploitation"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":45000,""hourly_cost"":5600,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-10_01,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-10"",""last_name"":""Diop"",""first_name"":""Awa"",""function"":""Cheffe de production"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":38000,""hourly_cost"":4750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-10_02,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-10"",""last_name"":""Ba"",""first_name"":""Mamadou"",""function"":""Chef d'équipe"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":30000,""hourly_cost"":3750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-10_03,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-10"",""last_name"":""Sarr"",""first_name"":""Fatoumata"",""function"":""Responsable qualité"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":1.5,""daily_cost"":34000,""hourly_cost"":4250,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-10_04,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-10"",""last_name"":""Fall"",""first_name"":""Ibrahima"",""function"":""Technicien maintenance"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":28000,""hourly_cost"":3500,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-10_05,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-10"",""last_name"":""Sy"",""first_name"":""Khady"",""function"":""Magasinière"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":24000,""hourly_cost"":3000,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-10_06,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-10"",""last_name"":""Gueye"",""first_name"":""Cheikh"",""function"":""Conducteur d'engin"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":26000,""hourly_cost"":3250,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-10_07,,"{""project"":""PRJ_DEPOT_THIES"",""date"":""2026-07-10"",""last_name"":""Cissé"",""first_name"":""Mariama"",""function"":""Opératrice de production"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":22000,""hourly_cost"":2750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-10_08,,"{""project"":""PRJ_DEPOT_THIES"",""date"":""2026-07-10"",""last_name"":""Diallo"",""first_name"":""Ousmane"",""function"":""Chauffeur-livreur"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":25000,""hourly_cost"":3125,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-10_09,,"{""project"":""PRJ_DEPOT_THIES"",""date"":""2026-07-10"",""last_name"":""Seck"",""first_name"":""Ndèye"",""function"":""Assistante administrative"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":23000,""hourly_cost"":2875,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-09_00,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-09"",""last_name"":""Ndiaye"",""first_name"":""Abdou"",""function"":""Responsable d'exploitation"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":45000,""hourly_cost"":5600,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-09_01,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-09"",""last_name"":""Diop"",""first_name"":""Awa"",""function"":""Cheffe de production"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":38000,""hourly_cost"":4750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-09_02,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-09"",""last_name"":""Ba"",""first_name"":""Mamadou"",""function"":""Chef d'équipe"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":1.5,""daily_cost"":30000,""hourly_cost"":3750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-09_03,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-09"",""last_name"":""Sarr"",""first_name"":""Fatoumata"",""function"":""Responsable qualité"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":34000,""hourly_cost"":4250,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-09_04,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-09"",""last_name"":""Fall"",""first_name"":""Ibrahima"",""function"":""Technicien maintenance"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":28000,""hourly_cost"":3500,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-09_05,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-09"",""last_name"":""Sy"",""first_name"":""Khady"",""function"":""Magasinière"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":24000,""hourly_cost"":3000,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-09_06,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-09"",""last_name"":""Gueye"",""first_name"":""Cheikh"",""function"":""Conducteur d'engin"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":26000,""hourly_cost"":3250,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-09_07,,"{""project"":""PRJ_DEPOT_THIES"",""date"":""2026-07-09"",""last_name"":""Cissé"",""first_name"":""Mariama"",""function"":""Opératrice de production"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":22000,""hourly_cost"":2750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-09_08,,"{""project"":""PRJ_DEPOT_THIES"",""date"":""2026-07-09"",""last_name"":""Diallo"",""first_name"":""Ousmane"",""function"":""Chauffeur-livreur"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":25000,""hourly_cost"":3125,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-09_09,,"{""project"":""PRJ_DEPOT_THIES"",""date"":""2026-07-09"",""last_name"":""Seck"",""first_name"":""Ndèye"",""function"":""Assistante administrative"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":1.5,""daily_cost"":23000,""hourly_cost"":2875,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-08_00,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-08"",""last_name"":""Ndiaye"",""first_name"":""Abdou"",""function"":""Responsable d'exploitation"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":45000,""hourly_cost"":5600,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-08_01,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-08"",""last_name"":""Diop"",""first_name"":""Awa"",""function"":""Cheffe de production"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":1.5,""daily_cost"":38000,""hourly_cost"":4750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-08_02,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-08"",""last_name"":""Ba"",""first_name"":""Mamadou"",""function"":""Chef d'équipe"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":30000,""hourly_cost"":3750,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-08_03,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-08"",""last_name"":""Sarr"",""first_name"":""Fatoumata"",""function"":""Responsable qualité"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":34000,""hourly_cost"":4250,""notes"":""Pointage validé par le responsable de site.""}"
pointage,PTG_2026-07-08_04,,"{""project"":""PRJ_DAKAR_2026"",""date"":""2026-07-08"",""last_name"":""Fall"",""first_name"":""Ibrahima"",""function"":""Technicien maintenance"",""presence"":""PRESENT"",""worked_hours"":8,""overtime_hours"":0,""daily_cost"":28000,""hourly_cost"":3500,""notes"":""Pointage validé par le responsable de site.""}"
